Husband_age,Husband's Education Level,Husband Occupation_(grouped),Husband Ethnicity,Husband Religion,Wife's_current_age,Wife's height(centimeters),Wife's Education Level,Wife's_occupation_(grouped),Wife's Ethnicity,Wife's Religion,residence,State,Marital_Stability_Target
44.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,39.0,150.6,Secondary or below,Skilled and unskilled manual,Caste,Hindu,Urban,Tamil Nadu,1
31.0,Secondary or below,Agricultural,Tribe,Hindu,30.0,144.7,Secondary or below,Agricultural,Tribe,Hindu,Rural,Chhattisgarh,0
26.0,Higher Secondary,Professional / technical / managerial,Caste,Sikh,38.0,156.2,Higher Secondary,Not working,Caste,Sikh,Rural,Punjab,1
30.0,Secondary or below,Skilled and unskilled manual,Tribe,Christian,28.0,151.6,Secondary or below,Agricultural,Caste,Christian,Rural,Meghalaya,0
36.0,Secondary or below,Agricultural,Caste,Hindu,40.0,154.2,Secondary or below,Agricultural,Caste,Hindu,Rural,Gujarat,0
36.0,Secondary or below,Services / household and domestic,Caste,Muslim,34.0,152.3,Secondary or below,Not working,Caste,Muslim,Urban,Nct Of Delhi,0
34.0,Secondary or below,Agricultural,Caste,Hindu,28.0,153.6,Secondary or below,Not working,Caste,Hindu,Rural,Maharashtra,0
40.0,Secondary or below,Agricultural,Caste,Hindu,38.0,142.8,Secondary or below,Services / household and domestic,Caste,Hindu,Rural,Maharashtra,0
23.0,Higher Secondary,Sales,Caste,Hindu,22.0,158.3,Higher Secondary,Not working,Caste,Hindu,Rural,Madhya Pradesh,1
32.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,32.0,134.8,Secondary or below,Not working,Caste,Hindu,Rural,Tripura,1
42.0,Secondary or below,Agricultural,Caste,Hindu,39.0,152.1,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,0
32.0,Secondary or below,Sales,Caste,Hindu,22.0,150.2,Secondary or below,Not working,Caste,Hindu,Urban,Bihar,1
32.0,Secondary or below,Agricultural,Caste,Hindu,28.0,151.9,Secondary or below,Agricultural,Caste,Buddhist / Neo-Buddhist,Rural,Maharashtra,1
44.0,Graduate (B.Tech/B.Sc/BA),Other,Caste,Hindu,40.0,161.0,Secondary or below,Not working,Caste,Hindu,Urban,Punjab,1
36.0,Secondary or below,Sales,Caste,Hindu,19.0,153.7,Secondary or below,Not working,Caste,Hindu,Urban,West Bengal,1
37.0,Graduate (B.Tech/B.Sc/BA),Sales,Caste,Hindu,29.0,151.2,Secondary or below,Services / household and domestic,Caste,Hindu,Rural,Punjab,1
40.0,Secondary or below,Other,Caste,Hindu,33.0,139.4,Secondary or below,Agricultural,Caste,Hindu,Rural,Bihar,1
36.0,Secondary or below,Agricultural,Caste,Hindu,27.0,140.3,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,0
28.0,Secondary or below,Other,No caste / tribe,Christian,25.0,148.2,Secondary or below,Not working,Tribe,Christian,Rural,Meghalaya,1
38.0,Post-Graduate (MBA/MA),Professional / technical / managerial,Tribe,Muslim,32.0,154.8,Higher Secondary,Not working,Tribe,Muslim,Rural,Ladakh,1
29.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,27.0,166.8,Secondary or below,Not working,Caste,Hindu,Rural,Rajasthan,0
53.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,39.0,163.1,Secondary or below,Not working,Caste,Hindu,Urban,West Bengal,0
45.0,Secondary or below,Agricultural,Caste,Muslim,43.0,158.9,Secondary or below,Not working,Caste,Muslim,Urban,Jammu & Kashmir,1
29.0,Graduate (B.Tech/B.Sc/BA),Clerical,Caste,Hindu,28.0,152.4,Secondary or below,Not working,Caste,Hindu,Rural,Rajasthan,0
52.0,Secondary or below,Agricultural,Caste,Hindu,47.0,147.3,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,1
50.0,Secondary or below,Agricultural,Caste,Muslim,31.0,153.7,Secondary or below,Agricultural,No caste / tribe,Muslim,Rural,Nagaland,0
34.0,Higher Secondary,Professional / technical / managerial,No caste / tribe,Buddhist / Neo-Buddhist,31.0,155.6,Secondary or below,Not working,No caste / tribe,Buddhist / Neo-Buddhist,Urban,Ladakh,0
42.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,44.0,150.6,Secondary or below,Not working,Caste,Hindu,Rural,Uttarakhand,1
43.0,Higher Secondary,Professional / technical / managerial,Caste,Hindu,37.0,151.9,Secondary or below,Not working,Caste,Hindu,Rural,Odisha,0
37.0,Higher Secondary,Agricultural,Tribe,Hindu,39.0,142.5,Higher Secondary,Not working,Caste,Hindu,Urban,Manipur,0
42.0,Secondary or below,Agricultural,Tribe,Hindu,38.0,161.7,Secondary or below,Agricultural,Tribe,Hindu,Rural,Madhya Pradesh,1
30.0,Secondary or below,Skilled and unskilled manual,Caste,Muslim,30.0,158.4,Secondary or below,Not working,Caste,Muslim,Urban,Madhya Pradesh,1
34.0,Secondary or below,Agricultural,Caste,Hindu,24.0,156.2,Secondary or below,Not working,Caste,Hindu,Rural,Telangana,1
37.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,29.0,157.1,Secondary or below,Not working,Caste,Hindu,Urban,Rajasthan,1
32.0,Secondary or below,Other,Caste,Hindu,26.0,148.4,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,1
30.0,Secondary or below,Agricultural,Caste,Hindu,28.0,155.9,Secondary or below,Not working,Caste,Hindu,Rural,Rajasthan,1
24.0,Graduate (B.Tech/B.Sc/BA),Skilled and unskilled manual,Caste,Hindu,24.0,152.4,Secondary or below,Not working,Caste,Hindu,Rural,Rajasthan,0
31.0,Secondary or below,Agricultural,Caste,Buddhist / Neo-Buddhist,29.0,141.1,Secondary or below,Not working,Caste,Buddhist / Neo-Buddhist,Rural,Madhya Pradesh,0
54.0,Secondary or below,Agricultural,Caste,Hindu,47.0,155.5,Secondary or below,Not working,Caste,Hindu,Rural,Maharashtra,0
40.0,Secondary or below,Other,Caste,Hindu,40.0,146.9,Secondary or below,Agricultural,Caste,Hindu,Rural,Sikkim,1
40.0,Secondary or below,Agricultural,Tribe,Christian,38.0,149.0,Secondary or below,Not working,Tribe,Christian,Rural,Andaman & Nicobar Islands,1
34.0,Secondary or below,Agricultural,Caste,Hindu,31.0,154.9,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,1
30.0,Secondary or below,Agricultural,Tribe,Hindu,28.0,151.3,Secondary or below,Not working,Caste,Hindu,Rural,Odisha,0
45.0,Secondary or below,Skilled and unskilled manual,Tribe,Christian,40.0,147.6,Secondary or below,Agricultural,Tribe,Christian,Rural,Odisha,0
27.0,Secondary or below,Services / household and domestic,Caste,Muslim,21.0,149.2,Secondary or below,Not working,Caste,Muslim,Urban,Telangana,0
40.0,Secondary or below,Agricultural,Caste,Hindu,38.0,153.7,Secondary or below,Agricultural,Caste,Hindu,Rural,Rajasthan,1
45.0,Higher Secondary,Clerical,Caste,Hindu,45.0,158.3,Graduate (B.Tech/B.Sc/BA),Not working,Caste,Hindu,Urban,Maharashtra,0
25.0,Secondary or below,Professional / technical / managerial,Caste,Sikh,24.0,157.9,Secondary or below,Not working,Caste,Sikh,Rural,Punjab,1
38.0,Secondary or below,Services / household and domestic,Caste,Hindu,29.0,149.6,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,1
39.0,Secondary or below,Agricultural,Tribe,Hindu,25.0,148.6,Secondary or below,Not working,Tribe,Hindu,Rural,Arunachal Pradesh,1
32.0,Secondary or below,Agricultural,Caste,Hindu,21.0,161.4,Secondary or below,Skilled and unskilled manual,Caste,Hindu,Rural,Madhya Pradesh,1
25.0,Secondary or below,Services / household and domestic,Tribe,Hindu,23.0,148.2,Secondary or below,Agricultural,Caste,Hindu,Rural,Chhattisgarh,0
29.0,Secondary or below,Skilled and unskilled manual,Caste,Muslim,23.0,152.1,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,0
32.0,Secondary or below,Skilled and unskilled manual,Caste,Muslim,31.0,157.3,Secondary or below,Not working,Caste,Muslim,Rural,Punjab,0
50.0,Secondary or below,Agricultural,Caste,Hindu,46.0,160.1,Secondary or below,Not working,Caste,Hindu,Rural,Rajasthan,1
34.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,28.0,145.9,Secondary or below,Not working,Caste,Hindu,Urban,Dadra & Nagar Haveli And Daman & Diu,1
46.0,Secondary or below,Agricultural,Caste,Hindu,45.0,143.2,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,1
38.0,Graduate (B.Tech/B.Sc/BA),Professional / technical / managerial,Caste,Muslim,35.0,152.7,Higher Secondary,Not working,Caste,Muslim,Urban,Jammu & Kashmir,0
48.0,Graduate (B.Tech/B.Sc/BA),Sales,Caste,Muslim,40.0,148.2,Secondary or below,Not working,Caste,Muslim,Rural,Andhra Pradesh,0
30.0,Secondary or below,Professional / technical / managerial,Caste,Muslim,21.0,161.0,Secondary or below,Not working,No caste / tribe,Muslim,Urban,Assam,1
32.0,Higher Secondary,Skilled and unskilled manual,Caste,Christian,29.0,150.3,Higher Secondary,Professional / technical / managerial,Caste,Christian,Rural,Kerala,1
53.0,Secondary or below,Agricultural,No caste / tribe,Muslim,40.0,152.3,Secondary or below,Not working,No caste / tribe,Muslim,Rural,Assam,0
52.0,Higher Secondary,Sales,No caste / tribe,Jain,47.0,152.3,Secondary or below,Not working,Caste,Jain,Rural,Maharashtra,0
27.0,Secondary or below,Agricultural,Caste,Hindu,25.0,148.8,Secondary or below,Not working,Caste,Hindu,Rural,Jharkhand,1
45.0,Secondary or below,Sales,Caste,Hindu,43.0,146.3,Secondary or below,Skilled and unskilled manual,Caste,Hindu,Urban,Madhya Pradesh,1
48.0,Secondary or below,Agricultural,Caste,Hindu,43.0,152.2,Secondary or below,Agricultural,Caste,Hindu,Rural,Rajasthan,1
40.0,Higher Secondary,Not working,Caste,Hindu,29.0,157.6,Graduate (B.Tech/B.Sc/BA),Not working,Caste,Hindu,Rural,Odisha,0
30.0,Higher Secondary,Agricultural,Caste,Sikh,29.0,162.1,Higher Secondary,Skilled and unskilled manual,Caste,Sikh,Rural,Punjab,0
52.0,Higher Secondary,Sales,Caste,Hindu,42.0,157.1,Secondary or below,Not working,Caste,Hindu,Rural,Uttarakhand,0
35.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,20.0,146.3,Secondary or below,Skilled and unskilled manual,Caste,Hindu,Rural,Assam,1
29.0,Secondary or below,Agricultural,Tribe,Christian,22.0,139.8,Secondary or below,Not working,Tribe,Christian,Rural,Meghalaya,0
48.0,Secondary or below,Agricultural,Caste,Hindu,45.0,143.3,Secondary or below,Agricultural,Caste,Hindu,Rural,Chhattisgarh,0
27.0,Secondary or below,Agricultural,Caste,Hindu,26.0,150.0,Secondary or below,Agricultural,Caste,Hindu,Rural,Gujarat,0
37.0,Secondary or below,Agricultural,Caste,Hindu,29.0,149.5,Secondary or below,Not working,Caste,Hindu,Rural,Odisha,1
51.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,45.0,156.0,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,1
36.0,Graduate (B.Tech/B.Sc/BA),Sales,Caste,Hindu,33.0,148.3,Higher Secondary,Skilled and unskilled manual,Caste,Hindu,Urban,Uttar Pradesh,1
26.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,24.0,145.8,Secondary or below,Not working,Caste,Hindu,Rural,Jharkhand,1
39.0,Secondary or below,Agricultural,Caste,Hindu,36.0,164.7,Secondary or below,Not working,Caste,Hindu,Rural,Madhya Pradesh,1
42.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,38.0,152.3,Secondary or below,Agricultural,Caste,Hindu,Rural,Gujarat,0
52.0,Secondary or below,Sales,Caste,Hindu,40.0,147.3,Secondary or below,Not working,Caste,Hindu,Rural,Telangana,1
46.0,Secondary or below,Agricultural,Caste,Hindu,37.0,150.6,Secondary or below,Not working,Caste,Hindu,Rural,Maharashtra,0
42.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,36.0,150.7,Secondary or below,Not working,Caste,Hindu,Rural,Telangana,1
29.0,Higher Secondary,Skilled and unskilled manual,Caste,Hindu,24.0,147.9,Higher Secondary,Not working,Caste,Hindu,Rural,Jharkhand,1
32.0,Higher Secondary,Agricultural,Tribe,Buddhist / Neo-Buddhist,28.0,157.3,Post-Graduate (MBA/MA),Agricultural,Tribe,Buddhist / Neo-Buddhist,Rural,Himachal Pradesh,0
40.0,Secondary or below,Agricultural,Caste,Hindu,35.0,149.9,Secondary or below,Agricultural,Caste,Hindu,Rural,Bihar,1
30.0,Higher Secondary,Agricultural,Caste,Hindu,22.0,147.0,Secondary or below,Agricultural,Tribe,Hindu,Rural,Maharashtra,1
52.0,Graduate (B.Tech/B.Sc/BA),Services / household and domestic,Tribe,Christian,43.0,152.1,Higher Secondary,Other,Tribe,Christian,Urban,Meghalaya,1
23.0,Secondary or below,Agricultural,Tribe,Hindu,21.0,151.2,Secondary or below,Not working,Tribe,Hindu,Rural,Assam,0
50.0,Secondary or below,Agricultural,Caste,Hindu,48.0,154.4,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,0
44.0,Secondary or below,Sales,Caste,Muslim,39.0,155.0,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,1
31.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,25.0,148.4,Graduate (B.Tech/B.Sc/BA),Clerical,Caste,Hindu,Rural,Uttar Pradesh,0
53.0,Secondary or below,Sales,Caste,Muslim,45.0,149.7,Secondary or below,Not working,Caste,Muslim,Urban,Kerala,0
53.0,Secondary or below,Agricultural,Caste,Hindu,45.0,145.7,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,0
47.0,Secondary or below,Don't know,Tribe,Other,36.0,144.2,Secondary or below,Agricultural,Tribe,Christian,Rural,Arunachal Pradesh,0
52.0,Secondary or below,Clerical,Tribe,Christian,48.0,158.0,Secondary or below,Not working,Tribe,Christian,Urban,Nagaland,0
32.0,Secondary or below,Agricultural,Tribe,Hindu,31.0,149.9,Secondary or below,Agricultural,Tribe,Hindu,Rural,Gujarat,1
52.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,44.0,156.2,Secondary or below,Agricultural,Caste,Hindu,Rural,Karnataka,0
28.0,Graduate (B.Tech/B.Sc/BA),Clerical,Tribe,Hindu,33.0,150.1,Post-Graduate (MBA/MA),Not working,Tribe,Hindu,Rural,Uttarakhand,0
47.0,Higher Secondary,Agricultural,Caste,Other,35.0,152.5,Secondary or below,Not working,Tribe,Other,Rural,Jharkhand,1
45.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,39.0,152.1,Secondary or below,Agricultural,Caste,Hindu,Rural,Madhya Pradesh,0
26.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,23.0,154.2,Secondary or below,Not working,Caste,Hindu,Rural,Madhya Pradesh,0
39.0,Graduate (B.Tech/B.Sc/BA),Sales,Caste,Other,38.0,158.0,Higher Secondary,Skilled and unskilled manual,Caste,Other,Urban,Manipur,0
25.0,Secondary or below,Agricultural,Caste,Hindu,29.0,146.1,Secondary or below,Agricultural,Don't know,Hindu,Rural,Gujarat,1
38.0,Secondary or below,Other,Caste,Hindu,27.0,151.5,Higher Secondary,Not working,Caste,Hindu,Rural,Tripura,1
24.0,Graduate (B.Tech/B.Sc/BA),Agricultural,Caste,Hindu,22.0,149.6,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,1
28.0,Secondary or below,Services / household and domestic,Caste,Hindu,18.0,149.6,Secondary or below,Not working,Caste,Hindu,Urban,Tamil Nadu,1
35.0,Secondary or below,Agricultural,Tribe,Hindu,27.0,152.2,Secondary or below,Not working,Tribe,Hindu,Rural,Chhattisgarh,1
37.0,Post-Graduate (MBA/MA),Agricultural,Caste,Hindu,30.0,153.4,Post-Graduate (MBA/MA),Sales,Don't know,Hindu,Rural,Madhya Pradesh,0
44.0,Secondary or below,Skilled and unskilled manual,No caste / tribe,Hindu,40.0,148.1,Secondary or below,Not working,No caste / tribe,Hindu,Rural,Madhya Pradesh,1
33.0,Graduate (B.Tech/B.Sc/BA),Agricultural,Caste,Hindu,30.0,147.2,Post-Graduate (MBA/MA),Not working,Caste,Hindu,Rural,Uttar Pradesh,1
49.0,Secondary or below,Services / household and domestic,Caste,Hindu,47.0,149.5,Secondary or below,Not working,Caste,Hindu,Rural,Andhra Pradesh,1
48.0,Secondary or below,Services / household and domestic,Caste,Hindu,45.0,156.2,Secondary or below,Not working,Caste,Hindu,Rural,Jammu & Kashmir,1
41.0,Secondary or below,Skilled and unskilled manual,Caste,Muslim,31.0,152.0,Secondary or below,Not working,Caste,Muslim,Urban,Madhya Pradesh,1
45.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,30.0,152.4,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,1
46.0,Post-Graduate (MBA/MA),Services / household and domestic,Caste,Hindu,46.0,152.3,Higher Secondary,Not working,Caste,Hindu,Urban,Bihar,1
36.0,Secondary or below,Sales,No caste / tribe,Hindu,29.0,139.6,Post-Graduate (MBA/MA),Professional / technical / managerial,No caste / tribe,Hindu,Urban,Uttar Pradesh,0
39.0,Higher Secondary,Agricultural,Caste,Hindu,37.0,147.6,Secondary or below,Not working,Caste,Hindu,Rural,Madhya Pradesh,0
37.0,Post-Graduate (MBA/MA),Professional / technical / managerial,Caste,Muslim,35.0,162.3,Post-Graduate (MBA/MA),Not working,Caste,Muslim,Rural,Jammu & Kashmir,0
30.0,Secondary or below,Skilled and unskilled manual,Tribe,Hindu,21.0,147.5,Secondary or below,Agricultural,Tribe,Hindu,Rural,Chhattisgarh,1
33.0,Secondary or below,Agricultural,Caste,Hindu,22.0,144.6,Secondary or below,Agricultural,Tribe,Hindu,Rural,Karnataka,0
31.0,Secondary or below,Agricultural,Caste,Hindu,28.0,157.6,Secondary or below,Not working,Caste,Hindu,Rural,Andhra Pradesh,0
50.0,Secondary or below,Agricultural,Caste,Muslim,45.0,163.2,Secondary or below,Not working,Caste,Muslim,Rural,Jammu & Kashmir,0
52.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,47.0,144.6,Secondary or below,Not working,Caste,Hindu,Urban,Odisha,1
37.0,Graduate (B.Tech/B.Sc/BA),Skilled and unskilled manual,Caste,Hindu,33.0,149.7,Post-Graduate (MBA/MA),Not working,Caste,Hindu,Urban,Tamil Nadu,1
44.0,Secondary or below,Sales,Caste,Hindu,34.0,139.6,Secondary or below,Not working,Caste,Hindu,Urban,Odisha,1
40.0,Secondary or below,Sales,Caste,Hindu,35.0,148.7,Secondary or below,Not working,Caste,Hindu,Urban,Punjab,1
30.0,Secondary or below,Agricultural,Caste,Hindu,28.0,153.3,Secondary or below,Not working,Caste,Hindu,Rural,Chhattisgarh,0
38.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,34.0,164.2,Secondary or below,Agricultural,Caste,Hindu,Rural,Tamil Nadu,1
24.0,Secondary or below,Agricultural,Tribe,Hindu,21.0,143.6,Secondary or below,Agricultural,Tribe,Hindu,Rural,Odisha,0
48.0,Secondary or below,Agricultural,Caste,Hindu,46.0,155.2,Secondary or below,Agricultural,Caste,Hindu,Rural,Madhya Pradesh,0
25.0,Secondary or below,Agricultural,Caste,Hindu,23.0,155.2,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,1
45.0,Secondary or below,Skilled and unskilled manual,Tribe,Christian,33.0,147.8,Secondary or below,Not working,Tribe,Christian,Rural,Meghalaya,1
40.0,Secondary or below,Skilled and unskilled manual,No caste / tribe,Muslim,38.0,153.5,Secondary or below,Agricultural,No caste / tribe,Muslim,Rural,Madhya Pradesh,0
49.0,Secondary or below,Agricultural,No caste / tribe,Hindu,42.0,144.3,Secondary or below,Not working,Caste,Muslim,Rural,Assam,1
34.0,Higher Secondary,Agricultural,Caste,Hindu,31.0,156.0,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,0
30.0,Higher Secondary,Professional / technical / managerial,Caste,Muslim,24.0,152.1,Secondary or below,Not working,Caste,Muslim,Urban,Telangana,1
53.0,Secondary or below,Agricultural,Caste,Christian,45.0,142.9,Secondary or below,Not working,Caste,Christian,Rural,Andhra Pradesh,0
36.0,Secondary or below,Agricultural,Tribe,Christian,34.0,148.2,Secondary or below,Not working,Tribe,Christian,Rural,Meghalaya,1
35.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,30.0,153.5,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,1
31.0,Higher Secondary,Sales,Caste,Hindu,30.0,154.7,Higher Secondary,Not working,Caste,Hindu,Urban,Punjab,1
35.0,Secondary or below,Skilled and unskilled manual,Tribe,Christian,31.0,154.2,Secondary or below,Agricultural,Tribe,Christian,Rural,Manipur,1
27.0,Secondary or below,Agricultural,No caste / tribe,Muslim,21.0,147.9,Secondary or below,Not working,No caste / tribe,Muslim,Rural,West Bengal,0
45.0,Secondary or below,Skilled and unskilled manual,Caste,Sikh,44.0,161.2,Secondary or below,Not working,Caste,Hindu,Rural,Jammu & Kashmir,1
40.0,Secondary or below,Agricultural,Caste,Muslim,36.0,161.8,Secondary or below,Agricultural,Caste,Muslim,Rural,Uttar Pradesh,0
40.0,Secondary or below,Skilled and unskilled manual,Tribe,Buddhist / Neo-Buddhist,35.0,151.3,Secondary or below,Professional / technical / managerial,Caste,Hindu,Rural,Sikkim,1
35.0,Graduate (B.Tech/B.Sc/BA),Agricultural,Caste,Hindu,32.0,148.8,Secondary or below,Agricultural,Caste,Hindu,Rural,Gujarat,1
47.0,Post-Graduate (MBA/MA),Professional / technical / managerial,Caste,Hindu,44.0,158.8,Graduate (B.Tech/B.Sc/BA),Not working,Caste,Hindu,Urban,Jharkhand,0
