Husband_age,Husband's Education Level,Husband Occupation_(grouped),Husband Ethnicity,Husband Religion,Wife's_current_age,Wife's height(centimeters),Wife's Education Level,Wife's_occupation_(grouped),Wife's Ethnicity,Wife's Religion,residence,State,Husband_partner_jealous_if_Wife_talks_with_other_men,Husband_partner_insists_on_knowing_where_Wife_is,Ever_been_humiliated_by_husband_partner,Ever_been_insulted_or_made_to_feel_bad_by_husband_partner,"Ever_been_pushed,_shook_or_had_something_thrown_by_husband_partner",Ever_been_slapped_by_husband_partner,Person_who_usually_decides_on_Wife's_health_care,Person_who_usually_decides_on_large_household_purchases,"Wife_afraid_of_husband_partner_most_of_the_time,_sometimes_or_never",Marital_Stability_Target
28,Graduate (B.Tech/B.Sc/BA),Skilled and unskilled manual,Caste,Hindu,25,151.3,Secondary or below,Skilled and unskilled manual,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
32,Secondary or below,Skilled and unskilled manual,Caste,Hindu,26,146.3,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,Yes,No,Never,Never,Never,Never,Husband/partner alone,Husband/partner alone,Sometimes afraid,1
28,Secondary or below,Skilled and unskilled manual,Caste,Hindu,26,156.2,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,Yes,No,Never,Never,Never,Never,Husband/partner alone,Husband/partner alone,Sometimes afraid,1
28,Higher Secondary,Agricultural,Caste,Hindu,21,143.6,Secondary or below,Not working,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Husband/partner alone,Husband/partner alone,Sometimes afraid,1
53,Secondary or below,Agricultural,Caste,Hindu,48,142.8,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Husband/partner alone,Husband/partner alone,Never afraid,1
27,Graduate (B.Tech/B.Sc/BA),Agricultural,Caste,Hindu,21,152.9,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Never afraid,0
33,Secondary or below,Skilled and unskilled manual,Caste,Hindu,26,155.1,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,No,No,Sometimes,Never,Never,"Yes, but not in the last 12 months",Husband/partner alone,Husband/partner alone,Sometimes afraid,1
30,Graduate (B.Tech/B.Sc/BA),Professional / technical / managerial,Caste,Hindu,20,144.9,Secondary or below,Not working,Caste,Hindu,Rural,Telangana,No,No,Sometimes,Never,Never,Never,Husband/partner alone,Someone else,Sometimes afraid,1
52,Secondary or below,Agricultural,Caste,Muslim,47,155.6,Secondary or below,Agricultural,Caste,Muslim,Rural,Telangana,No,No,Never,Never,Never,"Yes, but not in the last 12 months",Respondent and husband/partner,Respondent and husband/partner,Never afraid,0
26,Graduate (B.Tech/B.Sc/BA),Agricultural,Caste,Muslim,23,152.1,Higher Secondary,Not working,Caste,Muslim,Rural,Telangana,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
54,Secondary or below,Agricultural,Caste,Hindu,40,150.6,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,Yes,Yes,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,1
38,Secondary or below,Skilled and unskilled manual,Caste,Hindu,33,156.3,Higher Secondary,Not working,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Never afraid,0
47,Secondary or below,Agricultural,Caste,Hindu,42,156.5,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,Yes,Yes,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,1
38,Higher Secondary,Skilled and unskilled manual,Caste,Hindu,29,148.1,Higher Secondary,Not working,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Never afraid,0
39,Secondary or below,Skilled and unskilled manual,Caste,Hindu,36,141.6,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,Yes,Yes,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,1
38,Secondary or below,Agricultural,Caste,Hindu,36,152.1,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,Yes,Yes,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,1
39,Secondary or below,Agricultural,Caste,Hindu,32,159.7,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,Yes,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,1
33,Graduate (B.Tech/B.Sc/BA),Other,Caste,Muslim,30,162.2,Higher Secondary,Professional / technical / managerial,Caste,Christian,Rural,Telangana,Yes,No,Never,Never,Never,Sometimes,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,1
45,Secondary or below,Agricultural,Caste,Hindu,37,156.9,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,Yes,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,1
42,Secondary or below,Skilled and unskilled manual,Caste,Hindu,37,153.1,Secondary or below,Skilled and unskilled manual,Caste,Hindu,Rural,Telangana,Yes,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,1
47,Higher Secondary,Skilled and unskilled manual,Caste,Hindu,21,152.3,Higher Secondary,Agricultural,Caste,Hindu,Rural,Telangana,Yes,No,Never,Never,Never,"Yes, but not in the last 12 months",Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,1
50,Graduate (B.Tech/B.Sc/BA),Agricultural,Caste,Hindu,48,152.9,Secondary or below,Not working,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Never afraid,0
29,Secondary or below,Skilled and unskilled manual,Caste,Hindu,26,149.8,Secondary or below,Not working,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
53,Higher Secondary,Skilled and unskilled manual,Caste,Muslim,44,152.2,Secondary or below,Not working,Caste,Muslim,Rural,Telangana,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Never afraid,0
30,Secondary or below,Skilled and unskilled manual,Caste,Muslim,28,153.0,Secondary or below,Not working,Caste,Muslim,Rural,Telangana,Yes,Yes,Often,Often,Often,Sometimes,Husband/partner alone,Respondent alone,Most of the time afraid,1
38,Secondary or below,Skilled and unskilled manual,Caste,Hindu,32,150.0,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Often,Respondent and husband/partner,Respondent alone,Most of the time afraid,1
30,Secondary or below,Skilled and unskilled manual,Caste,Hindu,27,,Secondary or below,Not working,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Sometimes,Respondent and husband/partner,Husband/partner alone,Sometimes afraid,1
31,Secondary or below,Services / household and domestic,Caste,Hindu,31,145.9,Secondary or below,Clerical,Caste,Hindu,Urban,Telangana,Yes,Yes,"Yes, but not in the last 12 months",Sometimes,Never,"Yes, but not in the last 12 months",Husband/partner alone,Respondent and husband/partner,Sometimes afraid,1
49,Graduate (B.Tech/B.Sc/BA),Sales,Caste,Hindu,45,158.4,Secondary or below,Not working,Caste,Hindu,Urban,Telangana,No,No,Never,Never,Never,Never,Husband/partner alone,Husband/partner alone,Sometimes afraid,1
42,Post-Graduate (MBA/MA),Professional / technical / managerial,Caste,Hindu,37,159.0,Graduate (B.Tech/B.Sc/BA),Professional / technical / managerial,Caste,Hindu,Urban,Telangana,No,No,Never,Never,Never,Never,Husband/partner alone,Respondent alone,Sometimes afraid,1
37,Secondary or below,Services / household and domestic,Caste,Hindu,32,149.5,Secondary or below,Not working,Caste,Hindu,Urban,Telangana,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent alone,Never afraid,0
45,Post-Graduate (MBA/MA),Sales,Caste,Hindu,41,156.7,Post-Graduate (MBA/MA),Professional / technical / managerial,Caste,Hindu,Urban,Telangana,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
50,Graduate (B.Tech/B.Sc/BA),Not working,Caste,Hindu,49,152.0,Graduate (B.Tech/B.Sc/BA),Not working,Caste,Hindu,Urban,Telangana,No,No,Never,Never,Never,Never,Respondent alone,Husband/partner alone,Never afraid,1
45,Graduate (B.Tech/B.Sc/BA),Professional / technical / managerial,Caste,Hindu,38,146.7,Post-Graduate (MBA/MA),Not working,Caste,Hindu,Urban,Telangana,No,No,Never,Never,Never,Never,Husband/partner alone,Respondent and husband/partner,Sometimes afraid,1
34,Post-Graduate (MBA/MA),Sales,Caste,Hindu,33,154.7,Graduate (B.Tech/B.Sc/BA),Professional / technical / managerial,Caste,Christian,Urban,Telangana,No,No,Never,Never,Never,Never,Husband/partner alone,Respondent and husband/partner,Sometimes afraid,1
49,Graduate (B.Tech/B.Sc/BA),Professional / technical / managerial,Caste,Hindu,40,157.2,Post-Graduate (MBA/MA),Professional / technical / managerial,Caste,Hindu,Urban,Telangana,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
37,Higher Secondary,Skilled and unskilled manual,Caste,Hindu,31,156.9,Higher Secondary,Not working,Caste,Hindu,Urban,Telangana,Yes,No,Never,Sometimes,Never,Sometimes,Respondent alone,Respondent alone,Most of the time afraid,1
43,Graduate (B.Tech/B.Sc/BA),Professional / technical / managerial,Caste,Hindu,38,156.9,Secondary or below,Not working,Caste,Hindu,Urban,Telangana,No,No,Never,Never,Never,Never,Husband/partner alone,Husband/partner alone,Sometimes afraid,1
32,Secondary or below,Agricultural,Caste,Hindu,29,159.8,Higher Secondary,Not working,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Husband/partner alone,Respondent and husband/partner,Sometimes afraid,1
27,Secondary or below,Agricultural,Caste,Hindu,20,158.3,Secondary or below,Services / household and domestic,Caste,Hindu,Rural,Telangana,No,Yes,Never,Sometimes,Never,Sometimes,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,1
45,Secondary or below,Sales,No caste / tribe,Hindu,31,151.3,Secondary or below,Sales,Caste,Hindu,Rural,Telangana,Yes,Yes,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,1
35,Secondary or below,Agricultural,Caste,Hindu,22,145.8,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,Yes,No,Never,Never,Never,Never,Husband/partner alone,Other,Sometimes afraid,1
35,Higher Secondary,Agricultural,Caste,Hindu,26,159.3,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
42,Secondary or below,Skilled and unskilled manual,Caste,Hindu,39,153.8,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,Yes,No,Never,Never,Never,Sometimes,Husband/partner alone,Husband/partner alone,Never afraid,1
42,Secondary or below,Agricultural,Caste,Hindu,36,152.4,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent alone,Never afraid,0
45,Secondary or below,Agricultural,Caste,Hindu,40,149.4,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Sometimes,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
40,Secondary or below,Agricultural,Caste,Hindu,36,153.1,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,"Yes, but not in the last 12 months",Husband/partner alone,Respondent and husband/partner,Never afraid,1
42,Secondary or below,Agricultural,Caste,Hindu,35,149.2,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Sometimes,Husband/partner alone,Respondent and husband/partner,Sometimes afraid,1
50,Secondary or below,Agricultural,Caste,Muslim,48,141.7,Secondary or below,Skilled and unskilled manual,Caste,Muslim,Rural,Telangana,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Never afraid,0
47,Secondary or below,Agricultural,Caste,Hindu,39,133.1,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Sometimes,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
26,Secondary or below,Skilled and unskilled manual,Caste,Hindu,22,149.2,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Sometimes,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
36,Secondary or below,Agricultural,Caste,Hindu,29,154.1,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Sometimes,Husband/partner alone,Respondent and husband/partner,Sometimes afraid,1
30,Secondary or below,Agricultural,Caste,Hindu,25,146.7,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
45,Secondary or below,Agricultural,Caste,Hindu,30,146.8,Secondary or below,Agricultural,Tribe,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Never afraid,0
30,Secondary or below,Agricultural,Caste,Hindu,19,145.1,Secondary or below,Not working,Caste,Hindu,Rural,Telangana,Yes,No,Often,Often,Never,Sometimes,Respondent and husband/partner,Husband/partner alone,Most of the time afraid,1
45,Secondary or below,Agricultural,Caste,Hindu,35,158.2,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
49,Secondary or below,Agricultural,Caste,Hindu,44,147.3,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent alone,Most of the time afraid,1
35,Secondary or below,Skilled and unskilled manual,Caste,Hindu,24,144.8,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,No,No,Never,Never,"Yes, but not in the last 12 months","Yes, but not in the last 12 months",Someone else,Respondent and husband/partner,Sometimes afraid,0
35,Secondary or below,Agricultural,Caste,Hindu,27,143.5,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,Yes,No,Never,Never,Never,Sometimes,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,1
35,Secondary or below,Agricultural,Caste,Hindu,26,151.7,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Husband/partner alone,Husband/partner alone,Never afraid,1
40,Secondary or below,Agricultural,Caste,Hindu,38,145.1,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Husband/partner alone,Husband/partner alone,Never afraid,1
43,Secondary or below,Agricultural,Caste,Hindu,35,147.7,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Husband/partner alone,Respondent and husband/partner,Sometimes afraid,1
40,Secondary or below,Agricultural,Caste,Hindu,35,145.2,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Never afraid,0
45,Secondary or below,Agricultural,Caste,Hindu,36,154.9,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
38,Secondary or below,Agricultural,Caste,Hindu,32,156.2,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
45,Secondary or below,Agricultural,Caste,Hindu,39,149.2,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,Yes,Yes,Sometimes,Often,Often,Sometimes,Respondent alone,Respondent alone,Sometimes afraid,1
28,Secondary or below,Skilled and unskilled manual,Tribe,Hindu,26,150.0,Secondary or below,Other,Tribe,Hindu,Rural,Telangana,No,No,Never,Never,Never,"Yes, but not in the last 12 months",Husband/partner alone,Respondent alone,Sometimes afraid,1
31,Secondary or below,Agricultural,Caste,Hindu,23,,Secondary or below,Other,Caste,Hindu,Rural,Telangana,No,Yes,Never,Never,Never,Sometimes,Husband/partner alone,Respondent and husband/partner,Sometimes afraid,1
36,Secondary or below,Skilled and unskilled manual,Caste,Hindu,31,150.3,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,Yes,Yes,Sometimes,Never,Never,"Yes, but not in the last 12 months",Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,1
25,Secondary or below,Not working,Caste,Hindu,22,162.5,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
31,Graduate (B.Tech/B.Sc/BA),Professional / technical / managerial,Caste,Hindu,23,157.4,Secondary or below,Agricultural,Caste,Christian,Rural,Telangana,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
40,Secondary or below,Agricultural,Caste,Hindu,38,148.4,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,Yes,No,Never,Never,Sometimes,Never,Husband/partner alone,Respondent and husband/partner,Sometimes afraid,1
46,Higher Secondary,Agricultural,Caste,Hindu,38,141.6,Secondary or below,Not working,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Husband/partner alone,Respondent and husband/partner,Sometimes afraid,1
26,Secondary or below,Agricultural,Caste,Hindu,22,146.9,Secondary or below,Agricultural,Tribe,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Never afraid,0
38,Secondary or below,Agricultural,Caste,Hindu,37,148.3,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,Yes,No,Never,Never,Sometimes,Never,Husband/partner alone,Respondent and husband/partner,Sometimes afraid,1
54,Secondary or below,Agricultural,Caste,Hindu,48,149.6,Secondary or below,Not working,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Husband/partner alone,Husband/partner alone,Never afraid,1
29,Higher Secondary,Other,Caste,Hindu,27,156.1,Graduate (B.Tech/B.Sc/BA),Not working,Caste,Hindu,Rural,Telangana,Yes,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,1
34,Secondary or below,Agricultural,Caste,Hindu,25,151.8,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,No,No,Never,Never,"Yes, but not in the last 12 months","Yes, but not in the last 12 months",Respondent alone,Respondent alone,Most of the time afraid,1
44,Secondary or below,Agricultural,Caste,Hindu,30,149.3,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Husband/partner alone,Husband/partner alone,Sometimes afraid,1
26,Secondary or below,Agricultural,Caste,Hindu,24,158.4,Secondary or below,Skilled and unskilled manual,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Husband/partner alone,Respondent alone,Never afraid,1
45,Secondary or below,Sales,Caste,Hindu,37,159.9,Secondary or below,Sales,Caste,Hindu,Rural,Telangana,No,No,"Yes, but not in the last 12 months","Yes, but not in the last 12 months","Yes, but not in the last 12 months",Sometimes,Husband/partner alone,Husband/partner alone,Sometimes afraid,1
50,Secondary or below,Agricultural,Caste,Christian,45,144.8,Secondary or below,Agricultural,Caste,Christian,Rural,Telangana,No,No,Never,Never,Never,"Yes, but not in the last 12 months",Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
30,Secondary or below,Agricultural,Caste,Hindu,25,147.8,Secondary or below,Not working,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Husband/partner alone,Respondent and husband/partner,Sometimes afraid,1
31,Graduate (B.Tech/B.Sc/BA),Clerical,Caste,Hindu,27,149.4,Secondary or below,Clerical,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Sometimes,Sometimes,Husband/partner alone,Respondent and husband/partner,Never afraid,1
31,Secondary or below,Agricultural,Caste,Hindu,27,151.5,Secondary or below,Clerical,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Sometimes,Sometimes,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
37,Secondary or below,Agricultural,Caste,Muslim,30,155.7,Secondary or below,Not working,Caste,Muslim,Rural,Telangana,Yes,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Never afraid,1
28,Higher Secondary,Professional / technical / managerial,Caste,Muslim,22,149.3,Secondary or below,Not working,Caste,Muslim,Urban,Telangana,Yes,No,Never,Never,Never,Sometimes,Husband/partner alone,Respondent alone,Sometimes afraid,1
44,Secondary or below,Skilled and unskilled manual,Caste,Muslim,34,148.4,Secondary or below,Sales,Caste,Muslim,Urban,Telangana,No,No,Never,Never,Never,Never,Respondent alone,Respondent alone,Never afraid,0
39,Secondary or below,Skilled and unskilled manual,Caste,Muslim,38,162.8,Secondary or below,Services / household and domestic,Caste,Muslim,Urban,Telangana,No,No,Never,Never,Never,Never,Husband/partner alone,Husband/partner alone,Sometimes afraid,1
40,Secondary or below,Services / household and domestic,Caste,Muslim,35,149.2,Secondary or below,Not working,Caste,Muslim,Urban,Telangana,No,Yes,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Never afraid,1
28,Secondary or below,Skilled and unskilled manual,Caste,Muslim,23,146.0,Secondary or below,Not working,Caste,Muslim,Urban,Telangana,No,No,Never,Never,Never,Never,Husband/partner alone,Husband/partner alone,Never afraid,1
46,Higher Secondary,Services / household and domestic,Caste,Hindu,41,157.7,Secondary or below,Sales,Caste,Hindu,Urban,Telangana,No,No,Never,Never,Never,Sometimes,Husband/partner alone,Respondent alone,Sometimes afraid,1
49,Higher Secondary,Professional / technical / managerial,Caste,Hindu,46,149.9,Graduate (B.Tech/B.Sc/BA),Professional / technical / managerial,Caste,Hindu,Urban,Telangana,No,No,Never,Never,Never,Never,Husband/partner alone,Husband/partner alone,Sometimes afraid,1
42,Post-Graduate (MBA/MA),Professional / technical / managerial,Caste,Hindu,29,173.1,Secondary or below,Not working,Caste,Hindu,Urban,Telangana,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
34,Post-Graduate (MBA/MA),Professional / technical / managerial,Caste,Hindu,24,,Graduate (B.Tech/B.Sc/BA),Not working,Caste,Hindu,Urban,Telangana,No,No,Never,Never,Never,Never,Respondent and husband/partner,Husband/partner alone,Sometimes afraid,1
48,Graduate (B.Tech/B.Sc/BA),Agricultural,Caste,Hindu,46,,Graduate (B.Tech/B.Sc/BA),Professional / technical / managerial,Caste,Hindu,Urban,Telangana,No,No,Never,Never,Never,Never,Respondent alone,Husband/partner alone,Never afraid,1
34,Higher Secondary,Skilled and unskilled manual,Caste,Hindu,33,148.0,Post-Graduate (MBA/MA),Professional / technical / managerial,Caste,Hindu,Urban,Telangana,No,No,Never,Never,Never,Never,Husband/partner alone,Husband/partner alone,Sometimes afraid,1
40,Secondary or below,Other,Caste,Hindu,35,153.4,Secondary or below,Other,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Respondent and husband/partner,Husband/partner alone,Sometimes afraid,1
28,Higher Secondary,Skilled and unskilled manual,Caste,Hindu,23,144.5,Higher Secondary,Not working,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Sometimes,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
37,Higher Secondary,Agricultural,Caste,Hindu,30,156.6,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Husband/partner alone,Husband/partner alone,Sometimes afraid,1
29,Secondary or below,Agricultural,Caste,Hindu,27,155.1,Secondary or below,Not working,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Husband/partner alone,Respondent alone,Sometimes afraid,1
46,Secondary or below,Agricultural,Caste,Hindu,36,146.8,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Sometimes,Sometimes,Husband/partner alone,Husband/partner alone,Sometimes afraid,1
26,Secondary or below,Agricultural,Caste,Hindu,24,153.8,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent alone,Sometimes afraid,0
40,Secondary or below,Agricultural,Caste,Hindu,38,149.8,Secondary or below,Other,Caste,Hindu,Rural,Telangana,No,No,Sometimes,Sometimes,Sometimes,Sometimes,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
39,Secondary or below,Agricultural,Caste,Hindu,32,153.1,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Often,Often,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,1
48,Secondary or below,Agricultural,Caste,Hindu,40,147.0,Secondary or below,Agricultural,Caste,Muslim,Rural,Telangana,No,No,Never,Never,Never,Sometimes,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
38,Secondary or below,Agricultural,Caste,Hindu,36,151.7,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent alone,Sometimes afraid,0
46,Secondary or below,Skilled and unskilled manual,Caste,Hindu,38,155.0,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Respondent alone,Respondent alone,Sometimes afraid,0
54,Secondary or below,Agricultural,Caste,Hindu,49,149.6,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Respondent alone,Respondent alone,Sometimes afraid,0
56,Secondary or below,Agricultural,Caste,Hindu,49,142.6,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,Yes,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,1
35,Secondary or below,Agricultural,Caste,Hindu,33,155.7,Secondary or below,Not working,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Most of the time afraid,1
53,Secondary or below,Agricultural,Caste,Hindu,49,148.6,Secondary or below,Not working,Caste,Hindu,Rural,Telangana,Yes,No,Never,Never,Never,Sometimes,Respondent and husband/partner,Respondent and husband/partner,Most of the time afraid,1
40,Secondary or below,Agricultural,Caste,Hindu,32,144.4,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,Yes,No,Never,Never,Never,Never,Husband/partner alone,Respondent and husband/partner,Never afraid,1
40,Secondary or below,Agricultural,Caste,Hindu,36,140.5,Secondary or below,Not working,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Most of the time afraid,1
46,Secondary or below,Agricultural,Tribe,Hindu,41,152.1,Secondary or below,Agricultural,Tribe,Hindu,Rural,Telangana,Yes,Yes,Never,"Yes, but not in the last 12 months",Sometimes,Sometimes,Respondent and husband/partner,Respondent and husband/partner,Most of the time afraid,1
43,Secondary or below,Agricultural,Tribe,Hindu,37,162.4,Secondary or below,Services / household and domestic,Tribe,Hindu,Rural,Telangana,No,Yes,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Never afraid,1
33,Secondary or below,Agricultural,Caste,Hindu,29,153.9,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,No,Yes,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,1
37,Secondary or below,Agricultural,Tribe,Hindu,34,157.2,Secondary or below,Agricultural,Tribe,Hindu,Rural,Telangana,No,Yes,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Never afraid,1
